x0_x,x0_y,x1_x,x1_y,x2_x,x2_y,x3_x,x3_y,x4_x,x4_y,x5_x,x5_y,x6_x,x6_y,x7_x,x7_y,x8_x,x8_y,x9_x,x9_y,x10_x,x10_y,x11_x,x11_y,x12_x,x12_y,x13_x,x13_y,x14_x,x14_y,x15_x,x15_y,x16_x,x16_y,x17_x,x17_y,x18_x,x18_y,x19_x,x19_y,x20_x,x20_y,label
0.1024426445364952,0.7826587557792664,0.1276149749755859,0.7647666335105896,0.1475427746772766,0.7482545971870422,0.1644305139780044,0.7375954985618591,0.1743551939725875,0.7261546850204468,0.133350133895874,0.7076161503791809,0.1462712734937667,0.688973069190979,0.1530529111623764,0.6967189311981201,0.1545200645923614,0.7054119110107422,0.1246862933039665,0.7047128081321716,0.141071930527687,0.6903038620948792,0.1479694247245788,0.7061324715614319,0.1473897248506546,0.721320629119873,0.1165705919265747,0.7055516839027405,0.1336420476436615,0.6941238045692444,0.1404726207256317,0.7101322412490845,0.1400212347507476,0.7258641719818115,0.1092825978994369,0.7094501256942749,0.1267517805099487,0.7000689506530762,0.1338919401168823,0.7115291953086853,0.1351858377456665,0.724396824836731,Hello
0.0996131226420402,0.7758485674858093,0.1183793991804122,0.7587133646011353,0.1300919353961944,0.7435381412506104,0.1397421061992645,0.7336070537567139,0.144655242562294,0.7231162190437317,0.1167183816432952,0.7117151618003845,0.1345854550600052,0.6979057192802429,0.1430114656686782,0.7090190052986145,0.1440193206071853,0.7223955988883972,0.1132039427757263,0.7096680998802185,0.1342363804578781,0.6958720088005066,0.1422928720712661,0.7103294134140015,0.1417298763990402,0.7247490286827087,0.1112425625324249,0.7097603678703308,0.132620021700859,0.6943340301513672,0.1400835812091827,0.7089501619338989,0.1391617357730865,0.7237508296966553,0.1103943884372711,0.7124525904655457,0.1280616074800491,0.6992166042327881,0.1340192705392837,0.7106040120124817,0.1332705616950988,0.7242560982704163,Hello
0.1008819341659545,0.7658824324607849,0.1177743896842002,0.7479938268661499,0.1254388093948364,0.7326052188873291,0.1302847415208816,0.7204153537750244,0.1337988823652267,0.7098152041435242,0.1149527132511138,0.7078924775123596,0.1301378756761551,0.6974753737449646,0.1401098221540451,0.7062042951583862,0.1440889239311218,0.717162549495697,0.1123051196336746,0.7074081301689148,0.1307864338159561,0.6955779194831848,0.1405061930418014,0.707058310508728,0.1429615616798401,0.7197765707969666,0.1105159074068069,0.7080327272415161,0.1294824182987213,0.695426344871521,0.138635903596878,0.7068368196487427,0.1404870748519897,0.720639169216156,0.1092527508735656,0.7106419801712036,0.1247451826930046,0.7018960118293762,0.1309272944927215,0.7112817168235779,0.1316476464271545,0.7232480645179749,Hello
0.1027073264122009,0.7624420523643494,0.1183616295456886,0.746781051158905,0.1257975101470947,0.7300405502319336,0.1299250721931457,0.7173952460289001,0.1326764672994613,0.7067510485649109,0.1137063354253768,0.7067009210586548,0.1295411586761474,0.6976131200790405,0.1401806622743606,0.7071058750152588,0.1448849290609359,0.7179165482521057,0.1108544617891311,0.7063398361206055,0.1308841258287429,0.6961416602134705,0.1411029994487762,0.7077120542526245,0.1439593285322189,0.7193976044654846,0.1091721355915069,0.707512617111206,0.1296410709619522,0.6963687539100647,0.1383197903633117,0.7085941433906555,0.1398354470729828,0.721525251865387,0.1081190630793571,0.7111769914627075,0.124989777803421,0.7047450542449951,0.1309909969568252,0.7140885591506958,0.1317407339811325,0.7249307632446289,Hello
0.1038831919431686,0.7594972252845764,0.1191751509904861,0.7455301880836487,0.126498207449913,0.7291617393493652,0.1301616877317428,0.7169496417045593,0.1325016319751739,0.7068787217140198,0.1149142384529113,0.7061184048652649,0.129997044801712,0.6970759034156799,0.1401878297328949,0.706104576587677,0.1454838067293167,0.7165314555168152,0.1114796474575996,0.7055419683456421,0.1306744217872619,0.6952357292175293,0.1406211853027343,0.7066892385482788,0.1441572904586792,0.7186527848243713,0.1093849763274192,0.706720232963562,0.1292043924331665,0.696495771408081,0.1372870802879333,0.7086414694786072,0.1390949785709381,0.7214841842651367,0.1082756519317627,0.7103608250617981,0.1246774718165397,0.704511821269989,0.1303085088729858,0.7137223482131958,0.1312339454889297,0.7244764566421509,Hello
0.1050906777381897,0.7595612406730652,0.1192411407828331,0.7460068464279175,0.126182734966278,0.7298969030380249,0.1298592090606689,0.7180201411247253,0.1320208609104156,0.7090166211128235,0.1152770966291427,0.7081196904182434,0.1292172968387603,0.6988099217414856,0.1392005383968353,0.7074353098869324,0.1444350481033325,0.7175673842430115,0.1121576949954032,0.7071030139923096,0.1300133466720581,0.6961123943328857,0.139938622713089,0.7070377469062805,0.1434710174798965,0.718595564365387,0.1100295260548591,0.7076255083084106,0.1290638297796249,0.6961650252342224,0.1374815553426742,0.7080049514770508,0.1395406126976013,0.7206920385360718,0.1086782664060592,0.7108261585235596,0.124861255288124,0.7047449946403503,0.1303798705339431,0.7143312692642212,0.1311179846525192,0.7253080606460571,Hello
0.1057032197713851,0.7587832808494568,0.1192919611930847,0.745612382888794,0.125814139842987,0.7287747263908386,0.1290312707424163,0.7166319489479065,0.1303068548440933,0.7070422172546387,0.1172251254320144,0.7083706855773926,0.1289437711238861,0.696933388710022,0.1386490762233734,0.7054019570350647,0.14345683157444,0.7158573865890503,0.1138656362891197,0.707160472869873,0.1296081393957138,0.6951588988304138,0.1392858922481537,0.7062730193138123,0.1422591209411621,0.7181369066238403,0.110508494079113,0.7072798609733582,0.1279550045728683,0.6954529285430908,0.136202722787857,0.707513689994812,0.1377987712621688,0.7204092144966125,0.107140727341175,0.7098564505577087,0.1228063032031059,0.7030209302902222,0.1289519369602203,0.7123656868934631,0.129891499876976,0.723387598991394,Hello
0.1043189167976379,0.757226288318634,0.1185768321156501,0.7455530166625977,0.1252921372652053,0.729655385017395,0.1282458007335662,0.7175805568695068,0.1289141178131103,0.7081318497657776,0.1171252578496933,0.7082928419113159,0.1287446469068527,0.697754979133606,0.1385622918605804,0.7053623199462891,0.1439836323261261,0.7152361869812012,0.1139150634407997,0.7067681550979614,0.1295755207538604,0.695298433303833,0.1394762098789215,0.7054938077926636,0.1430862694978714,0.7171342968940735,0.1105923652648925,0.7065934538841248,0.1279008537530899,0.6952259540557861,0.1365058124065399,0.7063647508621216,0.1386571526527404,0.7190361618995667,0.1071904599666595,0.7090262174606323,0.1226370483636856,0.7032755613327026,0.1286746114492416,0.712374210357666,0.1297842562198639,0.7234662771224976,Hello
0.1050388738512992,0.7571873068809509,0.1184649318456649,0.7453117370605469,0.124840423464775,0.7288862466812134,0.1279639601707458,0.716988205909729,0.1286503970623016,0.7076131701469421,0.1167475804686546,0.7091999650001526,0.1281099468469619,0.6977123022079468,0.1377964615821838,0.7052282094955444,0.1430278271436691,0.7150704264640808,0.1135082617402076,0.7075014710426331,0.1288949251174926,0.6955326795578003,0.1386130005121231,0.7053219676017761,0.1421352177858352,0.7165263891220093,0.1099815815687179,0.7071000933647156,0.1273850053548813,0.6955010890960693,0.1356448531150818,0.7068386673927307,0.1373870968818664,0.7195223569869995,0.1064332649111747,0.709154486656189,0.1220267713069915,0.7028972506523132,0.1281116008758545,0.7121570706367493,0.1290806233882904,0.7232474088668823,Hello
0.1041695401072502,0.7566133141517639,0.1178284063935279,0.7452940344810486,0.1247021406888961,0.729438304901123,0.1274137198925018,0.7177868485450745,0.1269683837890625,0.7090307474136353,0.1155848875641822,0.7079278826713562,0.1273119002580642,0.6975560188293457,0.1367538273334503,0.7057097554206848,0.1419643461704254,0.7158254981040955,0.1121316254138946,0.7062003016471863,0.128014788031578,0.6948993802070618,0.1373378932476043,0.7055058479309082,0.1406389623880386,0.7172988653182983,0.1087549179792404,0.7060514688491821,0.1262253522872924,0.6944802403450012,0.1342944651842117,0.706068217754364,0.1361932307481765,0.7189421653747559,0.1056588590145111,0.708723247051239,0.1212023496627807,0.7026179432868958,0.1271231174468994,0.7118222117424011,0.1281821876764297,0.7228428721427917,Hello
